,Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Partner 1,Partner 2,Rental Count,Temp_Cat
3922,2018-05-13,10,15.2,88,2.2,0.0,0.0,Spring,False,1,57,242,299,Nice
3923,2018-05-13,11,16.4,78,1.6,0.0,0.0,Spring,False,1,591,219,810,Nice
3924,2018-05-13,12,18.3,65,1.2,0.0,0.0,Spring,False,1,1054,435,1489,Nice
3925,2018-05-13,13,19.1,65,1.9,0.0,0.0,Spring,False,1,1506,1207,2713,Nice
3926,2018-05-13,14,19.7,64,2.9,0.0,0.0,Spring,False,1,5,1533,1538,Nice
3927,2018-05-13,15,19.7,63,2.5,0.0,0.0,Spring,False,1,430,331,761,Nice
3928,2018-05-13,16,19.5,65,2.9,0.0,0.0,Spring,False,1,107,788,895,Nice
3929,2018-05-13,17,19.4,63,2.6,0.0,0.0,Spring,False,1,267,1356,1623,Nice
3930,2018-05-13,18,19.0,66,1.3,0.0,0.0,Spring,False,1,429,2015,2444,Nice
3931,2018-05-13,19,17.6,73,2.0,0.0,0.0,Spring,False,1,1533,1427,2960,Nice
3932,2018-05-13,20,15.6,81,2.3,0.0,0.0,Spring,False,1,1001,290,1291,Nice
3933,2018-05-13,21,14.1,86,0.9,0.0,0.0,Spring,False,1,1101,1291,2392,Chilly
3934,2018-05-13,22,13.5,87,2.2,0.0,0.0,Spring,False,1,1017,1026,2043,Chilly
3935,2018-05-13,23,13.0,89,1.3,0.0,0.0,Spring,False,1,563,214,777,Chilly
3936,2018-05-14,0,12.7,89,1.2,0.0,0.0,Spring,False,1,345,160,505,Chilly
3937,2018-05-14,1,12.4,94,1.3,0.0,0.0,Spring,False,1,267,165,432,Chilly
3938,2018-05-14,2,12.1,94,1.6,0.0,0.0,Spring,False,1,117,163,280,Chilly
3939,2018-05-14,3,11.9,95,1.5,0.0,0.0,Spring,False,1,122,139,261,Chilly
3940,2018-05-14,4,11.9,94,1.3,0.0,0.0,Spring,False,1,36,17,53,Chilly
3941,2018-05-14,5,11.9,93,0.8,0.0,0.0,Spring,False,1,52,74,126,Chilly
3942,2018-05-14,6,12.1,89,0.3,0.0,0.0,Spring,False,1,389,104,493,Chilly
3943,2018-05-14,7,12.6,85,0.4,0.0,0.0,Spring,False,1,245,1177,1422,Chilly
3944,2018-05-14,8,13.8,79,0.9,0.0,0.0,Spring,False,1,1343,1362,2705,Chilly
3945,2018-05-14,9,15.1,74,0.6,0.0,0.0,Spring,False,1,566,798,1364,Nice
3946,2018-05-14,10,16.6,67,0.9,0.0,0.0,Spring,False,1,89,419,508,Nice
3947,2018-05-14,11,18.5,65,1.4,0.0,0.0,Spring,False,1,419,46,465,Nice
3948,2018-05-14,12,20.0,62,1.8,0.0,0.0,Spring,False,1,974,358,1332,Nice
3949,2018-05-14,13,21.8,59,1.9,0.0,0.0,Spring,False,1,441,949,1390,Nice
3950,2018-05-14,14,23.1,56,1.6,0.0,0.0,Spring,False,1,255,88,343,Nice
3951,2018-05-14,15,24.0,59,1.6,0.0,0.0,Spring,False,1,472,215,687,Nice
3952,2018-05-14,16,24.3,54,2.6,0.0,0.0,Spring,False,1,1116,88,1204,Nice
3953,2018-05-14,17,24.4,51,1.9,0.0,0.0,Spring,False,1,666,1445,2111,Nice
3954,2018-05-14,18,23.6,48,3.1,0.0,0.0,Spring,False,1,422,143,565,Nice
3955,2018-05-14,19,22.7,56,1.8,0.0,0.0,Spring,False,1,856,590,1446,Nice
3956,2018-05-14,20,21.4,64,2.1,0.0,0.0,Spring,False,1,582,1381,1963,Nice
3957,2018-05-14,21,20.5,67,1.4,0.0,0.0,Spring,False,1,1550,1137,2687,Nice
3958,2018-05-14,22,19.6,71,0.6,0.0,0.0,Spring,False,1,404,974,1378,Nice
3959,2018-05-14,23,18.8,73,0.8,0.0,0.0,Spring,False,1,527,360,887,Nice
3960,2018-05-15,0,18.1,77,0.5,0.0,0.0,Spring,False,1,425,221,646,Nice
3961,2018-05-15,1,17.5,78,0.6,0.0,0.0,Spring,False,1,244,218,462,Nice
3962,2018-05-15,2,17.1,74,0.4,0.0,0.0,Spring,False,1,119,195,314,Nice
3963,2018-05-15,3,16.6,74,0.4,0.0,0.0,Spring,False,1,171,103,274,Nice
3964,2018-05-15,4,16.1,74,0.8,0.0,0.0,Spring,False,1,114,33,147,Nice
3965,2018-05-15,5,15.7,76,0.6,0.0,0.0,Spring,False,1,98,102,200,Nice
3966,2018-05-15,6,15.4,84,0.8,0.0,0.0,Spring,False,1,134,356,490,Nice
3967,2018-05-15,7,16.2,79,1.2,0.0,0.0,Spring,False,1,742,418,1160,Nice
3968,2018-05-15,8,18.4,68,1.1,0.0,0.0,Spring,False,1,271,36,307,Nice
3969,2018-05-15,9,20.8,53,0.8,0.0,0.0,Spring,False,1,949,573,1522,Nice
3970,2018-05-15,10,22.7,37,0.9,0.0,0.0,Spring,False,1,82,74,156,Nice
3971,2018-05-15,11,24.8,36,1.8,0.0,0.0,Spring,False,1,726,590,1316,Nice
3972,2018-05-15,12,,36,1.1,0.0,0.0,Spring,False,1,776,936,1712,
3973,2018-05-15,13,27.8,34,1.5,0.0,0.0,Spring,False,1,560,197,757,Hot
3974,2018-05-15,14,28.5,33,0.9,0.0,0.0,Spring,False,1,888,284,1172,Hot
3975,2018-05-15,15,29.1,38,1.7,0.0,0.0,Spring,False,1,83,414,497,Hot
3976,2018-05-15,16,28.8,37,2.4,0.0,0.0,Spring,False,1,1179,231,1410,Hot
3977,2018-05-15,17,28.5,43,1.7,0.0,0.0,Spring,False,1,379,1417,1796,Hot
3978,2018-05-15,18,27.5,47,2.5,0.0,0.0,Spring,False,1,2553,2580,5133,Hot
3979,2018-05-15,19,26.9,49,0.9,0.0,0.0,Spring,False,1,1835,108,1943,Hot
3980,2018-05-15,20,26.3,53,1.0,0.0,0.0,Spring,False,1,1875,1859,3734,Hot
3981,2018-05-15,21,25.6,56,0.7,0.0,0.0,Spring,False,1,1046,911,1957,Nice
3982,2018-05-15,22,25.0,59,0.6,0.0,0.0,Spring,False,1,425,815,1240,Nice
3983,2018-05-15,23,24.8,60,1.0,0.0,0.0,Spring,False,1,740,783,1523,Nice
3984,2018-05-16,0,24.4,63,0.8,0.0,0.0,Spring,False,1,419,415,834,Nice
3985,2018-05-16,1,24.1,67,0.5,0.0,0.0,Spring,False,1,254,12,266,Nice
3986,2018-05-16,2,23.9,69,0.3,0.2,0.0,Spring,False,1,27,85,112,Nice
3987,2018-05-16,3,22.6,89,0.7,0.8,0.0,Spring,False,1,148,141,289,Nice
3988,2018-05-16,4,22.3,86,0.5,0.0,0.0,Spring,False,1,85,3,88,Nice
3989,2018-05-16,5,22.3,87,0.6,0.0,0.0,Spring,False,1,51,42,93,Nice
3990,2018-05-16,6,22.1,94,0.9,2.0,0.0,Spring,False,1,14,96,110,Nice
3991,2018-05-16,7,22.0,95,0.7,0.0,0.0,Spring,False,1,305,21,326,Nice
3992,2018-05-16,8,22.4,93,1.2,0.0,0.0,Spring,False,1,221,39,260,Nice
3993,2018-05-16,9,22.8,93,3.1,4.0,0.0,Spring,False,1,37,3,40,Nice
3994,2018-05-16,10,22.8,95,1.7,1.0,0.0,Spring,False,1,40,62,102,Nice
3995,2018-05-16,11,22.7,93,4.8,0.0,0.0,Spring,False,1,109,24,133,Nice
3996,2018-05-16,12,22.9,87,4.0,0.0,0.0,Spring,False,1,31,53,84,Nice
3997,2018-05-16,13,21.8,97,2.4,35.0,0.0,Spring,False,1,63,57,120,Nice
3998,2018-05-16,14,22.0,96,2.9,0.0,0.0,Spring,False,1,194,202,396,Nice
3999,2018-05-16,15,22.0,96,2.9,0.0,0.0,Spring,False,1,93,176,269,Nice
4000,2018-05-16,16,21.8,97,1.8,0.0,0.0,Spring,False,1,16,6,22,Nice
4001,2018-05-16,17,21.9,97,3.2,0.5,0.0,Spring,False,1,301,53,354,Nice
4002,2018-05-16,18,21.9,97,2.1,0.0,0.0,Spring,False,1,412,485,897,Nice
4003,2018-05-16,19,21.9,97,2.2,0.0,0.0,Spring,False,1,345,73,418,Nice
4004,2018-05-16,20,21.8,97,2.2,0.5,0.0,Spring,False,1,240,210,450,Nice
4005,2018-05-16,21,21.8,97,1.3,0.5,0.0,Spring,False,1,197,125,322,Nice
4006,2018-05-16,22,21.9,97,1.5,0.0,0.0,Spring,False,1,274,340,614,Nice
4007,2018-05-16,23,22.0,97,0.9,0.0,0.0,Spring,False,1,204,23,227,Nice
4008,2018-05-17,0,22.0,97,1.6,0.5,0.0,Spring,False,1,69,33,102,Nice
4009,2018-05-17,1,22.0,97,2.1,0.5,0.0,Spring,False,1,19,72,91,Nice
4010,2018-05-17,2,21.8,97,1.3,1.0,0.0,Spring,False,1,70,37,107,Nice
4011,2018-05-17,3,21.8,98,0.6,2.5,0.0,Spring,False,1,24,27,51,Nice
4012,2018-05-17,4,19.2,98,2.4,19.0,0.0,Spring,False,1,45,35,80,Nice
4013,2018-05-17,5,18.8,97,0.9,0.0,0.0,Spring,False,1,6,42,48,Nice
4014,2018-05-17,6,18.9,98,0.3,0.0,0.0,Spring,False,1,43,44,87,Nice
4015,2018-05-17,7,19.1,98,0.3,0.0,0.0,Spring,False,1,66,54,120,Nice
4016,2018-05-17,8,19.7,98,0.5,13.5,0.0,Spring,False,1,89,105,194,Nice
4017,2018-05-17,9,19.7,98,0.5,10.0,0.0,Spring,False,1,20,28,48,Nice
4018,2018-05-17,10,20.1,98,1.2,2.0,0.0,Spring,False,1,107,100,207,Nice
4019,2018-05-17,11,20.4,98,0.9,2.5,0.0,Spring,False,1,116,147,263,Nice
4020,2018-05-17,12,21.7,96,0.8,1.5,0.0,Spring,False,1,187,438,625,Nice
4021,2018-05-17,13,23.4,83,1.7,0.0,0.0,Spring,False,1,312,577,889,Nice
4022,2018-05-17,14,23.4,81,0.6,0.0,0.0,Spring,False,1,166,81,247,Nice
4023,2018-05-17,15,22.8,95,1.6,0.5,0.0,Spring,False,1,99,180,279,Nice
4024,2018-05-17,16,22.9,95,0.4,0.0,0.0,Spring,False,1,6,47,53,Nice
4025,2018-05-17,17,22.7,96,0.4,2.5,0.0,Spring,False,1,127,37,164,Nice
4026,2018-05-17,18,22.6,97,1.1,1.5,0.0,Spring,False,1,317,134,451,Nice
4027,2018-05-17,19,22.3,96,2.6,0.0,0.0,Spring,False,1,21,9,30,Nice
4028,2018-05-17,20,21.3,97,2.8,12.5,0.0,Spring,False,1,17,1,18,Nice
4029,2018-05-17,21,20.5,97,1.1,4.0,0.0,Spring,False,1,16,15,31,Nice
4030,2018-05-17,22,20.2,98,0.5,6.0,0.0,Spring,False,1,11,25,36,Nice
4031,2018-05-17,23,20.0,98,1.8,2.5,0.0,Spring,False,1,30,26,56,Nice
4032,2018-05-18,0,,97,1.8,1.0,0.0,Spring,False,1,104,101,205,
4033,2018-05-18,1,19.0,97,1.5,1.0,0.0,Spring,False,1,83,103,186,Nice
4034,2018-05-18,2,18.8,98,1.5,0.5,0.0,Spring,False,1,7,37,44,Nice
4035,2018-05-18,3,18.3,98,1.6,2.0,0.0,Spring,False,1,15,24,39,Nice
4036,2018-05-18,4,18.1,98,1.7,1.0,0.0,Spring,False,1,0,8,8,Nice
4037,2018-05-18,5,17.8,98,1.0,0.5,0.0,Spring,False,1,14,10,24,Nice
4038,2018-05-18,6,17.4,98,0.3,0.0,0.0,Spring,False,1,32,3,35,Nice
4039,2018-05-18,7,16.6,98,0.6,0.5,0.0,Spring,False,1,171,208,379,Nice
4040,2018-05-18,8,16.4,98,0.3,0.0,0.0,Spring,False,1,5,183,188,Nice
4041,2018-05-18,9,16.6,98,0.6,0.5,0.0,Spring,False,1,376,47,423,Nice
4042,2018-05-18,10,16.3,97,1.0,0.0,0.0,Spring,False,1,240,331,571,Nice
4043,2018-05-18,11,16.6,96,0.7,0.0,0.0,Spring,False,1,203,53,256,Nice
4044,2018-05-18,12,16.6,96,0.8,0.0,0.0,Spring,False,1,117,102,219,Nice
4045,2018-05-18,13,,93,1.0,0.5,0.0,Spring,False,1,186,350,536,
4046,2018-05-18,14,16.7,88,1.5,0.0,0.0,Spring,False,1,548,595,1143,Nice
4047,2018-05-18,15,16.7,85,1.2,0.0,0.0,Spring,False,1,377,752,1129,Nice
4048,2018-05-18,16,17.0,82,1.9,0.0,0.0,Spring,False,1,192,579,771,Nice
4049,2018-05-18,17,17.2,81,1.2,0.0,0.0,Spring,False,1,36,729,765,Nice
4050,2018-05-18,18,17.5,79,1.5,0.0,0.0,Spring,False,1,123,366,489,Nice
4051,2018-05-18,19,17.0,76,1.5,0.0,0.0,Spring,False,1,1044,1466,2510,Nice
4052,2018-05-18,20,16.2,76,2.1,0.0,0.0,Spring,False,1,3,789,792,Nice
4053,2018-05-18,21,15.3,73,2.3,0.0,0.0,Spring,False,1,772,157,929,Nice
4054,2018-05-18,22,14.2,73,1.9,0.0,0.0,Spring,False,1,258,139,397,Chilly
4055,2018-05-18,23,13.2,68,1.8,0.0,0.0,Spring,False,1,329,647,976,Chilly
4056,2018-05-19,0,12.2,67,1.2,0.0,0.0,Spring,False,1,604,685,1289,Chilly
4057,2018-05-19,1,11.4,74,1.3,0.0,0.0,Spring,False,1,453,334,787,Chilly
4058,2018-05-19,2,11.1,74,1.9,0.0,0.0,Spring,False,1,17,495,512,Chilly
4059,2018-05-19,3,10.7,73,1.3,0.0,0.0,Spring,False,1,90,308,398,Chilly
4060,2018-05-19,4,10.5,73,1.2,0.0,0.0,Spring,False,1,73,136,209,Chilly
4061,2018-05-19,5,10.4,71,1.1,0.0,0.0,Spring,False,1,121,195,316,Chilly
4062,2018-05-19,6,10.5,70,1.0,0.0,0.0,Spring,False,1,29,200,229,Chilly
4063,2018-05-19,7,11.4,0,1.4,0.0,0.0,Spring,False,1,332,390,722,Chilly
4064,2018-05-19,8,13.7,57,1.4,0.0,0.0,Spring,False,1,609,656,1265,Chilly
4065,2018-05-19,9,15.7,49,1.6,0.0,0.0,Spring,False,1,423,254,677,Nice
4066,2018-05-19,10,17.2,45,2.1,0.0,0.0,Spring,False,1,466,47,513,Nice
4067,2018-05-19,11,19.0,44,1.4,0.0,0.0,Spring,False,1,98,477,575,Nice
4068,2018-05-19,12,20.5,42,2.1,0.0,0.0,Spring,False,1,760,589,1349,Nice
4069,2018-05-19,13,21.9,39,2.0,0.0,0.0,Spring,False,1,636,211,847,Nice
4070,2018-05-19,14,22.8,39,2.6,0.0,0.0,Spring,False,1,867,1980,2847,Nice
4071,2018-05-19,15,23.9,37,1.6,0.0,0.0,Spring,False,1,109,1913,2022,Nice
4072,2018-05-19,16,24.5,34,1.5,0.0,0.0,Spring,False,1,553,1917,2470,Nice
4073,2018-05-19,17,24.5,35,1.8,0.0,0.0,Spring,False,1,1436,1532,2968,Nice
4074,2018-05-19,18,,34,1.7,0.0,0.0,Spring,False,1,535,317,852,
4075,2018-05-19,19,22.6,34,1.5,0.0,0.0,Spring,False,1,83,1114,1197,Nice
4076,2018-05-19,20,20.9,34,1.4,0.0,0.0,Spring,False,1,600,1576,2176,Nice
4077,2018-05-19,21,19.5,34,1.3,0.0,0.0,Spring,False,1,894,1366,2260,Nice
4078,2018-05-19,22,18.4,34,1.2,0.0,0.0,Spring,False,1,1102,1581,2683,Nice
4079,2018-05-19,23,17.1,37,1.3,0.0,0.0,Spring,False,1,384,730,1114,Nice
4080,2018-05-20,0,,41,1.2,0.0,0.0,Spring,False,1,60,756,816,
4081,2018-05-20,1,14.7,43,1.2,0.0,0.0,Spring,False,1,587,697,1284,Chilly
4082,2018-05-20,2,13.9,43,0.9,0.0,0.0,Spring,False,1,365,277,642,Chilly
4083,2018-05-20,3,13.5,41,1.0,0.0,0.0,Spring,False,1,345,145,490,Chilly
4084,2018-05-20,4,12.8,44,0.8,0.0,0.0,Spring,False,1,2,140,142,Chilly
4085,2018-05-20,5,12.1,47,1.6,0.0,0.0,Spring,False,1,151,57,208,Chilly
4086,2018-05-20,6,11.6,46,0.8,0.0,0.0,Spring,False,1,30,112,142,Chilly
4087,2018-05-20,7,12.3,43,0.6,0.0,0.0,Spring,False,1,305,167,472,Chilly
4088,2018-05-20,8,14.1,38,1.0,0.0,0.0,Spring,False,1,376,69,445,Chilly
4089,2018-05-20,9,16.0,34,1.3,0.0,0.0,Spring,False,1,9,674,683,Nice
4090,2018-05-20,10,17.0,37,1.4,0.0,0.0,Spring,False,1,299,537,836,Nice
4091,2018-05-20,11,18.7,30,1.9,0.0,0.0,Spring,False,1,98,363,461,Nice
4092,2018-05-20,12,18.8,31,1.2,0.0,0.0,Spring,False,1,408,662,1070,Nice
4093,2018-05-20,13,19.9,33,1.4,0.0,0.0,Spring,False,1,1526,768,2294,Nice
4094,2018-05-20,14,20.3,30,1.8,0.0,0.0,Spring,False,1,1574,921,2495,Nice
4095,2018-05-20,15,21.0,28,1.7,0.0,0.0,Spring,False,1,88,1202,1290,Nice
4096,2018-05-20,16,22.2,23,2.2,0.0,0.0,Spring,False,1,2024,1286,3310,Nice
4097,2018-05-20,17,22.4,23,2.4,0.0,0.0,Spring,False,1,1570,1298,2868,Nice
4098,2018-05-20,18,22.2,22,1.8,0.0,0.0,Spring,False,1,1544,1988,3532,Nice
4099,2018-05-20,19,20.8,24,2.0,0.0,0.0,Spring,False,1,1764,2123,3887,Nice
4100,2018-05-20,20,19.0,26,1.5,0.0,0.0,Spring,False,1,1080,451,1531,Nice
4101,2018-05-20,21,17.8,26,1.3,0.0,0.0,Spring,False,1,1155,1038,2193,Nice
4102,2018-05-20,22,16.8,29,1.2,0.0,0.0,Spring,False,1,323,455,778,Nice
4103,2018-05-20,23,15.8,30,1.1,0.0,0.0,Spring,False,1,737,871,1608,Nice
4104,2018-05-21,0,15.3,29,1.3,0.0,0.0,Spring,False,1,320,4,324,Nice
4105,2018-05-21,1,14.5,31,1.1,0.0,0.0,Spring,False,1,45,177,222,Chilly
4106,2018-05-21,2,13.9,0,0.9,0.0,0.0,Spring,False,1,17,180,197,Chilly
4107,2018-05-21,3,13.0,0,0.8,0.0,0.0,Spring,False,1,69,136,205,Chilly
4108,2018-05-21,4,12.4,0,0.8,0.0,0.0,Spring,False,1,7,94,101,Chilly
4109,2018-05-21,5,11.9,0,1.3,0.0,0.0,Spring,False,1,102,144,246,Chilly
4110,2018-05-21,6,11.4,0,0.9,0.0,0.0,Spring,False,1,178,451,629,Chilly
4111,2018-05-21,7,12.3,0,0.9,0.0,0.0,Spring,False,1,879,945,1824,Chilly
4112,2018-05-21,8,15.3,30,1.3,0.0,0.0,Spring,False,1,526,293,819,Nice
4113,2018-05-21,9,17.7,27,1.3,0.0,0.0,Spring,False,1,1068,555,1623,Nice
4114,2018-05-21,10,19.3,27,1.4,0.0,0.0,Spring,False,1,451,732,1183,Nice
4115,2018-05-21,11,20.9,27,1.7,0.0,0.0,Spring,False,1,379,1084,1463,Nice
4116,2018-05-21,12,21.8,31,2.1,0.0,0.0,Spring,False,1,146,1177,1323,Nice
4117,2018-05-21,13,22.8,31,1.9,0.0,0.0,Spring,False,1,889,227,1116,Nice
4118,2018-05-21,14,23.4,36,2.8,0.0,0.0,Spring,False,1,971,799,1770,Nice
4119,2018-05-21,15,23.3,38,1.5,0.0,0.0,Spring,False,1,74,902,976,Nice
4120,2018-05-21,16,22.7,42,1.9,0.0,0.0,Spring,False,1,1345,242,1587,Nice
4121,2018-05-21,17,22.2,45,2.4,0.0,0.0,Spring,False,1,634,1281,1915,Nice
4122,2018-05-21,18,21.6,48,2.5,0.0,0.0,Spring,False,1,2384,166,2550,Nice
4123,2018-05-21,19,19.5,56,1.6,0.0,0.0,Spring,False,1,984,1694,2678,Nice
4124,2018-05-21,20,18.4,59,2.6,0.0,0.0,Spring,False,1,2002,790,2792,Nice
4125,2018-05-21,21,17.7,63,0.5,0.0,0.0,Spring,False,1,1408,1068,2476,Nice
4126,2018-05-21,22,16.9,65,0.3,0.0,0.0,Spring,False,1,934,1590,2524,Nice
4127,2018-05-21,23,16.3,70,0.7,0.0,0.0,Spring,False,1,886,208,1094,Nice
4128,2018-05-22,0,16.0,71,0.5,0.0,0.0,Spring,False,1,395,68,463,Nice
4129,2018-05-22,1,15.9,71,1.1,0.0,0.0,Spring,False,1,277,408,685,Nice
4130,2018-05-22,2,15.7,74,1.0,0.0,0.0,Spring,False,1,439,325,764,Nice
4131,2018-05-22,3,15.5,0,0.7,0.0,0.0,Spring,False,1,192,67,259,Nice
4132,2018-05-22,4,15.6,0,0.5,0.0,0.0,Spring,False,1,89,127,216,Nice
4133,2018-05-22,5,15.7,0,0.6,0.0,0.0,Spring,False,1,117,26,143,Nice
4134,2018-05-22,6,15.5,0,0.5,0.0,0.0,Spring,False,1,152,212,364,Nice
4135,2018-05-22,7,16.3,69,0.7,0.0,0.0,Spring,False,1,298,374,672,Nice
4136,2018-05-22,8,18.2,63,0.8,0.0,0.0,Spring,False,1,306,467,773,Nice
4137,2018-05-22,9,19.3,62,0.8,0.0,0.0,Spring,False,1,256,44,300,Nice
4138,2018-05-22,10,20.7,55,1.8,0.0,0.0,Spring,False,1,956,740,1696,Nice
4139,2018-05-22,11,21.9,55,1.4,0.0,0.0,Spring,False,1,744,807,1551,Nice
4140,2018-05-22,12,22.9,51,1.1,0.0,0.0,Spring,False,1,69,231,300,Nice
4141,2018-05-22,13,22.7,52,1.0,0.0,0.0,Spring,False,1,1545,701,2246,Nice
4142,2018-05-22,14,,53,1.4,0.0,0.0,Spring,False,1,33,1264,1297,
4143,2018-05-22,15,21.1,72,2.7,0.1,0.0,Spring,False,1,106,58,164,Nice
4144,2018-05-22,16,19.5,80,1.2,0.4,0.0,Spring,False,1,72,53,125,Nice
4145,2018-05-22,17,18.6,84,1.8,1.0,0.0,Spring,False,1,4,33,37,Nice
4146,2018-05-22,18,17.9,93,1.2,2.0,0.0,Spring,False,1,22,9,31,Nice
4147,2018-05-22,19,17.6,93,0.3,1.5,0.0,Spring,False,1,26,4,30,Nice
4148,2018-05-22,20,17.2,85,1.4,0.5,0.0,Spring,False,1,30,1,31,Nice
4149,2018-05-22,21,17.0,85,1.1,0.5,0.0,Spring,False,1,38,56,94,Nice
4150,2018-05-22,22,16.8,87,0.6,0.5,0.0,Spring,False,1,21,10,31,Nice
4151,2018-05-22,23,16.3,96,1.1,2.5,0.0,Spring,False,1,6,9,15,Nice
4152,2018-05-23,0,15.8,97,2.4,3.5,0.0,Spring,False,1,2,29,31,Nice
4153,2018-05-23,1,15.3,97,3.2,3.0,0.0,Spring,False,1,12,0,12,Nice
4154,2018-05-23,2,15.0,97,2.5,3.0,0.0,Spring,False,1,33,25,58,Nice
4155,2018-05-23,3,14.9,96,2.2,0.5,0.0,Spring,False,1,14,42,56,Chilly
4156,2018-05-23,4,15.0,97,1.4,0.0,0.0,Spring,False,1,58,40,98,Nice
4157,2018-05-23,5,14.6,87,2.2,0.0,0.0,Spring,False,1,118,89,207,Chilly
4158,2018-05-23,6,13.9,83,3.2,0.0,0.0,Spring,False,1,112,310,422,Chilly
4159,2018-05-23,7,13.6,75,1.6,0.0,0.0,Spring,False,1,581,1012,1593,Chilly
4160,2018-05-23,8,14.6,70,3.1,0.0,0.0,Spring,False,1,1419,1546,2965,Chilly
4161,2018-05-23,9,16.0,60,1.9,0.0,0.0,Spring,False,1,980,1013,1993,Nice
4162,2018-05-23,10,17.9,56,3.3,0.0,0.0,Spring,False,1,833,591,1424,Nice
4163,2018-05-23,11,18.9,42,3.8,0.0,0.0,Spring,False,1,37,11,48,Nice
4164,2018-05-23,12,20.1,37,4.0,0.0,0.0,Spring,False,1,612,454,1066,Nice
4165,2018-05-23,13,20.9,33,3.9,0.0,0.0,Spring,False,1,101,953,1054,Nice
4166,2018-05-23,14,22.0,33,3.4,0.0,0.0,Spring,False,1,501,882,1383,Nice
4167,2018-05-23,15,23.0,29,2.9,0.0,0.0,Spring,False,1,658,1019,1677,Nice
4168,2018-05-23,16,23.0,33,4.2,0.0,0.0,Spring,False,1,772,671,1443,Nice
4169,2018-05-23,17,22.4,39,3.2,0.0,0.0,Spring,False,1,1072,66,1138,Nice
4170,2018-05-23,18,21.7,40,3.5,0.0,0.0,Spring,False,1,2638,343,2981,Nice
4171,2018-05-23,19,18.8,52,3.4,0.0,0.0,Spring,False,1,1441,1921,3362,Nice
4172,2018-05-23,20,16.7,61,1.9,0.0,0.0,Spring,False,1,821,248,1069,Nice
4173,2018-05-23,21,15.4,61,1.1,0.0,0.0,Spring,False,1,222,870,1092,Nice
4174,2018-05-23,22,14.8,59,1.0,0.0,0.0,Spring,False,1,974,1165,2139,Chilly
4175,2018-05-23,23,14.6,54,1.5,0.0,0.0,Spring,False,1,969,580,1549,Chilly
4176,2018-05-24,0,13.7,51,1.3,0.0,0.0,Spring,False,1,352,564,916,Chilly
4177,2018-05-24,1,12.9,62,0.6,0.0,0.0,Spring,False,1,224,24,248,Chilly
4178,2018-05-24,2,12.5,54,0.7,0.0,0.0,Spring,False,1,243,164,407,Chilly
4179,2018-05-24,3,12.1,64,0.8,0.0,0.0,Spring,False,1,20,135,155,Chilly
4180,2018-05-24,4,11.7,64,1.6,0.0,0.0,Spring,False,1,34,81,115,Chilly
4181,2018-05-24,5,11.3,64,1.2,0.0,0.0,Spring,False,1,8,27,35,Chilly
4182,2018-05-24,6,11.4,67,1.0,0.0,0.0,Spring,False,1,241,57,298,Chilly
4183,2018-05-24,7,12.5,61,1.3,0.0,0.0,Spring,False,1,2,782,784,Chilly
4184,2018-05-24,8,15.2,50,1.6,0.0,0.0,Spring,False,1,1459,1501,2960,Nice
4185,2018-05-24,9,17.6,30,1.1,0.0,0.0,Spring,False,1,739,830,1569,Nice
4186,2018-05-24,10,19.9,27,2.7,0.0,0.0,Spring,False,1,472,712,1184,Nice
4187,2018-05-24,11,21.5,30,2.9,0.0,0.0,Spring,False,1,336,352,688,Nice
4188,2018-05-24,12,22.1,36,5.3,0.0,0.0,Spring,False,1,171,390,561,Nice
4189,2018-05-24,13,23.3,35,3.7,0.0,0.0,Spring,False,1,362,728,1090,Nice
4190,2018-05-24,14,23.2,36,4.9,0.0,0.0,Spring,False,1,30,123,153,Nice
4191,2018-05-24,15,23.5,36,3.2,0.0,0.0,Spring,False,1,152,502,654,Nice
4192,2018-05-24,16,23.5,36,4.0,0.0,0.0,Spring,False,1,378,188,566,Nice
4193,2018-05-24,17,23.4,38,2.7,0.0,0.0,Spring,False,1,766,1076,1842,Nice
4194,2018-05-24,18,22.6,39,2.8,0.0,0.0,Spring,False,1,519,1460,1979,Nice
4195,2018-05-24,19,21.1,44,2.6,0.0,0.0,Spring,False,1,2094,198,2292,Nice
4196,2018-05-24,20,20.0,46,2.6,0.0,0.0,Spring,False,1,118,1854,1972,Nice
4197,2018-05-24,21,19.3,50,1.7,0.0,0.0,Spring,False,1,1518,1812,3330,Nice
4198,2018-05-24,22,18.6,54,2.3,0.0,0.0,Spring,False,1,472,627,1099,Nice
4199,2018-05-24,23,18.1,56,1.6,0.0,0.0,Spring,False,1,589,703,1292,Nice
4200,2018-05-25,0,17.6,57,1.8,0.0,0.0,Spring,False,1,313,299,612,Nice
4201,2018-05-25,1,16.9,61,1.0,0.0,0.0,Spring,False,1,178,253,431,Nice
4202,2018-05-25,2,16.1,70,0.6,0.0,0.0,Spring,False,1,370,191,561,Nice
4203,2018-05-25,3,15.4,71,0.5,0.0,0.0,Spring,False,1,269,8,277,Nice
4204,2018-05-25,4,14.8,71,0.4,0.0,0.0,Spring,False,1,4,17,21,Chilly
4205,2018-05-25,5,14.3,75,0.6,0.0,0.0,Spring,False,1,23,158,181,Chilly
4206,2018-05-25,6,13.8,74,0.7,0.0,0.0,Spring,False,1,266,27,293,Chilly
