state,law,veto,congress,justices,pki,pk
OK,1,0,0,1,0.5,0.6363636363636364
CA,1,1,1,1,1.0,0.7258566978193146
CT,1,1,1,1,1.0,0.7205882352941176
OH,1,1,1,1,1.0,0.6855828220858896
CO,1,1,1,1,1.0,0.7090163934426229
NV,1,1,1,1,1.0,0.7666666666666667
ME,1,1,1,1,1.0,0.8484848484848485
GA,1,1,1,1,1.0,0.6039603960396039
NC,0,1,1,1,0.75,0.6365384615384615
TX,0,0,0,1,0.25,0.6930051813471503
NY,1,1,0,1,0.75,0.7316810344827587
NC,1,1,1,1,1.0,0.6365384615384615
NC,1,1,1,1,1.0,0.6365384615384615
OH,1,0,0,0,0.25,0.6855828220858896
VA,1,1,1,1,1.0,0.7158119658119658
GA,1,0,1,1,0.75,0.6039603960396039
UT,1,0,1,1,0.75,0.756578947368421
CA,0,0,0,0,0.0,0.7258566978193146
CA,1,0,1,0,0.5,0.7258566978193146
WA,1,0,1,1,0.75,0.7172619047619048
CA,1,1,1,1,1.0,0.7258566978193146
RI,0,0,1,1,0.5,0.7282608695652174
NJ,1,1,1,1,1.0,0.7
WI,1,1,1,1,1.0,0.7091346153846154
MN,1,1,1,1,1.0,0.7476190476190476
WV,0,0,1,1,0.5,0.6484375
WI,1,1,1,1,1.0,0.7091346153846154
TX,1,1,1,1,1.0,0.6930051813471503
NJ,1,1,1,1,1.0,0.7
VA,1,0,1,1,0.75,0.7158119658119658
FL,1,0,1,1,0.75,0.680628272251309
NJ,1,0,1,1,0.75,0.7
TX,1,1,1,1,1.0,0.6930051813471503
TX,1,1,1,1,1.0,0.6930051813471503
MA,1,1,0,1,0.75,0.7105263157894737
IA,1,0,1,1,0.75,0.6938775510204082
MS,0,0,0,0,0.0,0.6370967741935484
TN,1,1,1,1,1.0,0.6728723404255319
IA,1,0,1,1,0.75,0.6938775510204082
UT,1,1,1,0,0.75,0.756578947368421
IN,1,0,1,1,0.75,0.6658415841584159
NY,1,0,1,1,0.75,0.7316810344827587
NY,0,0,1,1,0.5,0.7316810344827587
PA,0,0,0,0,0.0,0.6622222222222223
MI,1,0,0,1,0.5,0.7061068702290076
TN,1,0,1,1,0.75,0.6728723404255319
UT,1,0,1,1,0.75,0.756578947368421
FL,1,0,0,1,0.5,0.680628272251309
IL,1,0,1,1,0.75,0.6966911764705882
OK,0,0,0,0,0.0,0.6363636363636364
NH,1,0,1,0,0.5,0.7045454545454546
IN,1,1,0,1,0.75,0.6658415841584159
WA,1,0,0,0,0.25,0.7172619047619048
PA,1,1,1,1,1.0,0.6622222222222223
CO,1,0,1,1,0.75,0.7090163934426229
CA,1,1,1,1,1.0,0.7258566978193146
FL,1,1,1,1,1.0,0.680628272251309
VA,1,0,1,1,0.75,0.7158119658119658
MO,1,0,1,1,0.75,0.7005208333333334
WA,0,0,1,1,0.5,0.7172619047619048
FL,1,0,1,1,0.75,0.680628272251309
NJ,0,0,0,1,0.25,0.7
NJ,1,1,0,1,0.75,0.7
NC,0,0,0,0,0.0,0.6365384615384615
OR,1,1,1,1,1.0,0.6610169491525424
CA,1,0,1,1,0.75,0.7258566978193146
PA,0,0,1,1,0.5,0.6622222222222223
NJ,0,0,1,0,0.25,0.7
PA,1,1,0,1,0.75,0.6622222222222223
OH,1,0,0,1,0.5,0.6855828220858896
CA,1,0,1,1,0.75,0.7258566978193146
OH,1,0,1,1,0.75,0.6855828220858896
TN,1,0,1,1,0.75,0.6728723404255319
CT,1,0,0,1,0.5,0.7205882352941176
FL,1,1,1,1,1.0,0.680628272251309
NY,1,0,1,1,0.75,0.7316810344827587
OR,0,1,1,1,0.75,0.6610169491525424
WI,1,1,1,1,1.0,0.7091346153846154
IL,1,0,0,1,0.5,0.6966911764705882
WI,1,0,0,0,0.25,0.7091346153846154
RI,1,0,1,1,0.75,0.7282608695652174
NY,1,0,0,0,0.25,0.7316810344827587
ID,1,0,0,0,0.25,0.6578947368421053
KY,1,0,0,1,0.5,0.631578947368421
NY,1,1,0,1,0.75,0.7316810344827587
CA,1,0,1,1,0.75,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
CA,1,0,0,1,0.5,0.7258566978193146
OK,0,1,1,1,0.75,0.6363636363636364
VA,1,0,1,1,0.75,0.7158119658119658
IA,1,0,1,1,0.75,0.6938775510204082
AR,1,0,1,1,0.75,0.6214285714285714
TN,0,0,1,1,0.5,0.6728723404255319
PA,0,0,0,1,0.25,0.6622222222222223
TN,1,1,1,1,1.0,0.6728723404255319
WV,1,0,1,1,0.75,0.6484375
NC,1,0,1,1,0.75,0.6365384615384615
TN,1,0,1,1,0.75,0.6728723404255319
CA,1,1,1,1,1.0,0.7258566978193146
NJ,1,0,1,1,0.75,0.7
IL,1,0,1,1,0.75,0.6966911764705882
MA,1,0,1,0,0.5,0.7105263157894737
NC,0,0,1,1,0.5,0.6365384615384615
NC,1,1,1,1,1.0,0.6365384615384615
IN,1,1,1,1,1.0,0.6658415841584159
MO,1,0,1,1,0.75,0.7005208333333334
CO,1,1,1,1,1.0,0.7090163934426229
WA,1,1,1,1,1.0,0.7172619047619048
WA,1,1,1,1,1.0,0.7172619047619048
CA,0,0,0,0,0.0,0.7258566978193146
FL,1,1,0,1,0.75,0.680628272251309
VA,1,0,1,1,0.75,0.7158119658119658
WI,1,0,1,1,0.75,0.7091346153846154
WA,1,0,1,1,0.75,0.7172619047619048
NY,1,0,1,1,0.75,0.7316810344827587
MA,1,0,0,1,0.5,0.7105263157894737
VA,0,1,0,1,0.5,0.7158119658119658
GA,1,0,0,0,0.25,0.6039603960396039
CA,1,1,1,1,1.0,0.7258566978193146
IN,0,0,1,1,0.5,0.6658415841584159
GA,1,0,0,1,0.5,0.6039603960396039
AL,1,1,0,0,0.5,0.6111111111111112
KS,0,0,0,0,0.0,0.75
MI,1,0,0,1,0.5,0.7061068702290076
OH,0,0,1,1,0.5,0.6855828220858896
MI,1,1,1,1,1.0,0.7061068702290076
GA,0,0,1,0,0.25,0.6039603960396039
TX,0,0,1,1,0.5,0.6930051813471503
IA,1,1,1,1,1.0,0.6938775510204082
TX,0,0,0,0,0.0,0.6930051813471503
ME,1,1,1,1,1.0,0.8484848484848485
RI,1,0,1,1,0.75,0.7282608695652174
OH,1,0,1,1,0.75,0.6855828220858896
MN,1,0,1,1,0.75,0.7476190476190476
CA,0,0,0,0,0.0,0.7258566978193146
WA,1,1,1,1,1.0,0.7172619047619048
DE,1,1,1,1,1.0,0.75
PA,1,1,0,0,0.5,0.6622222222222223
KY,0,0,1,1,0.5,0.631578947368421
MD,1,1,1,1,1.0,0.7225274725274725
NY,0,0,1,1,0.5,0.7316810344827587
WI,1,0,1,1,0.75,0.7091346153846154
CA,0,1,1,0,0.5,0.7258566978193146
FL,1,0,1,1,0.75,0.680628272251309
MO,1,1,1,1,1.0,0.7005208333333334
CA,1,0,1,1,0.75,0.7258566978193146
ME,1,0,1,1,0.75,0.8484848484848485
PA,1,0,0,1,0.5,0.6622222222222223
NY,1,1,1,1,1.0,0.7316810344827587
MI,0,0,1,1,0.5,0.7061068702290076
NJ,1,1,1,1,1.0,0.7
FL,1,0,1,0,0.5,0.680628272251309
PA,1,0,0,0,0.25,0.6622222222222223
SC,1,1,1,1,1.0,0.7067307692307693
IL,1,1,0,1,0.75,0.6966911764705882
IL,1,1,1,1,1.0,0.6966911764705882
UT,1,1,1,1,1.0,0.756578947368421
OH,1,1,1,1,1.0,0.6855828220858896
FL,0,0,0,0,0.0,0.680628272251309
MA,1,1,1,1,1.0,0.7105263157894737
DC,1,0,1,1,0.75,0.625
KS,0,0,1,1,0.5,0.75
NY,1,0,1,1,0.75,0.7316810344827587
NY,1,1,1,1,1.0,0.7316810344827587
AR,1,0,0,1,0.5,0.6214285714285714
MN,1,1,1,1,1.0,0.7476190476190476
ID,1,0,1,1,0.75,0.6578947368421053
DE,1,1,1,1,1.0,0.75
MA,1,1,0,1,0.75,0.7105263157894737
NY,1,1,1,1,1.0,0.7316810344827587
NY,1,0,0,0,0.25,0.7316810344827587
MA,1,1,1,1,1.0,0.7105263157894737
CA,1,0,0,1,0.5,0.7258566978193146
AZ,1,1,1,1,1.0,0.7268518518518519
TX,1,1,1,1,1.0,0.6930051813471503
IL,1,0,1,1,0.75,0.6966911764705882
NY,1,1,1,1,1.0,0.7316810344827587
TX,1,0,1,1,0.75,0.6930051813471503
TX,0,0,0,0,0.0,0.6930051813471503
CA,0,0,0,1,0.25,0.7258566978193146
RI,1,0,0,0,0.25,0.7282608695652174
VA,1,0,1,1,0.75,0.7158119658119658
IN,1,1,1,1,1.0,0.6658415841584159
NJ,1,0,0,1,0.5,0.7
TX,1,1,0,1,0.75,0.6930051813471503
CA,1,1,0,1,0.75,0.7258566978193146
MD,1,0,1,1,0.75,0.7225274725274725
PA,1,1,1,1,1.0,0.6622222222222223
PA,1,1,1,1,1.0,0.6622222222222223
VA,1,0,1,1,0.75,0.7158119658119658
MI,1,1,1,1,1.0,0.7061068702290076
PA,0,0,1,1,0.5,0.6622222222222223
PA,0,0,1,0,0.25,0.6622222222222223
AL,1,1,1,1,1.0,0.6111111111111112
TN,1,0,0,1,0.5,0.6728723404255319
TN,0,0,0,0,0.0,0.6728723404255319
PA,1,0,1,1,0.75,0.6622222222222223
NJ,1,1,0,1,0.75,0.7
MA,1,0,1,1,0.75,0.7105263157894737
MO,0,1,0,1,0.5,0.7005208333333334
KY,1,1,1,1,1.0,0.631578947368421
NC,1,1,1,1,1.0,0.6365384615384615
NY,1,1,0,1,0.75,0.7316810344827587
AR,1,0,1,1,0.75,0.6214285714285714
NM,1,0,1,1,0.75,0.6944444444444444
CA,1,1,1,1,1.0,0.7258566978193146
CA,0,0,1,0,0.25,0.7258566978193146
MD,0,0,0,1,0.25,0.7225274725274725
MD,1,0,0,1,0.5,0.7225274725274725
PA,1,0,0,1,0.5,0.6622222222222223
NY,0,1,1,1,0.75,0.7316810344827587
OK,1,0,0,1,0.5,0.6363636363636364
WI,1,1,0,0,0.5,0.7091346153846154
NY,0,0,0,1,0.25,0.7316810344827587
VT,1,1,1,1,1.0,0.8392857142857143
PA,1,1,1,1,1.0,0.6622222222222223
LA,1,0,0,1,0.5,0.6217948717948718
KS,1,1,1,1,1.0,0.75
CA,1,0,0,0,0.25,0.7258566978193146
OH,1,1,1,1,1.0,0.6855828220858896
PA,1,1,0,1,0.75,0.6622222222222223
LA,1,0,1,1,0.75,0.6217948717948718
CA,1,1,1,1,1.0,0.7258566978193146
NY,1,0,1,1,0.75,0.7316810344827587
FL,0,1,1,1,0.75,0.680628272251309
IL,1,1,1,1,1.0,0.6966911764705882
MI,1,0,0,1,0.5,0.7061068702290076
FL,1,1,0,1,0.75,0.680628272251309
TX,0,0,0,0,0.0,0.6930051813471503
MD,1,0,0,1,0.5,0.7225274725274725
OH,1,0,1,1,0.75,0.6855828220858896
WV,1,0,1,1,0.75,0.6484375
VT,1,0,1,1,0.75,0.8392857142857143
IL,0,0,0,0,0.0,0.6966911764705882
TX,1,1,1,1,1.0,0.6930051813471503
MD,1,0,1,1,0.75,0.7225274725274725
MI,1,1,0,1,0.75,0.7061068702290076
OR,1,0,1,1,0.75,0.6610169491525424
CA,0,0,1,1,0.5,0.7258566978193146
PA,1,1,1,1,1.0,0.6622222222222223
MI,1,1,1,1,1.0,0.7061068702290076
OH,1,1,1,1,1.0,0.6855828220858896
NY,0,0,1,1,0.5,0.7316810344827587
WI,1,0,1,1,0.75,0.7091346153846154
WY,0,1,0,1,0.5,0.75
CA,1,0,1,0,0.5,0.7258566978193146
FL,1,0,1,1,0.75,0.680628272251309
GA,0,0,0,0,0.0,0.6039603960396039
MO,1,0,1,1,0.75,0.7005208333333334
OR,1,0,1,1,0.75,0.6610169491525424
CA,1,1,1,1,1.0,0.7258566978193146
FL,1,0,0,1,0.5,0.680628272251309
MD,1,1,0,1,0.75,0.7225274725274725
NY,1,1,1,1,1.0,0.7316810344827587
MA,1,1,1,1,1.0,0.7105263157894737
WA,0,0,0,0,0.0,0.7172619047619048
GA,0,0,0,0,0.0,0.6039603960396039
MN,1,0,0,1,0.5,0.7476190476190476
NY,1,0,1,1,0.75,0.7316810344827587
WI,1,1,1,1,1.0,0.7091346153846154
AL,0,1,1,0,0.5,0.6111111111111112
MS,1,1,1,1,1.0,0.6370967741935484
WI,1,0,1,1,0.75,0.7091346153846154
OR,1,0,0,1,0.5,0.6610169491525424
PA,0,0,0,0,0.0,0.6622222222222223
TN,1,0,1,1,0.75,0.6728723404255319
FL,1,0,0,1,0.5,0.680628272251309
VA,1,0,1,1,0.75,0.7158119658119658
TN,1,0,1,1,0.75,0.6728723404255319
CA,1,1,1,1,1.0,0.7258566978193146
TX,0,0,0,1,0.25,0.6930051813471503
AL,1,1,1,1,1.0,0.6111111111111112
OH,1,0,0,1,0.5,0.6855828220858896
NJ,1,0,1,1,0.75,0.7
PA,0,0,0,0,0.0,0.6622222222222223
PA,1,0,1,1,0.75,0.6622222222222223
FL,1,1,1,1,1.0,0.680628272251309
TN,0,1,1,1,0.75,0.6728723404255319
IL,0,0,1,1,0.5,0.6966911764705882
WA,1,1,0,1,0.75,0.7172619047619048
MI,1,0,0,1,0.5,0.7061068702290076
IA,0,1,1,1,0.75,0.6938775510204082
CO,1,0,1,1,0.75,0.7090163934426229
MO,1,0,0,1,0.5,0.7005208333333334
WA,1,0,1,1,0.75,0.7172619047619048
OR,1,1,1,1,1.0,0.6610169491525424
MD,1,0,1,1,0.75,0.7225274725274725
NH,0,0,0,1,0.25,0.7045454545454546
PA,1,1,1,1,1.0,0.6622222222222223
TX,1,1,1,1,1.0,0.6930051813471503
MD,0,0,0,1,0.25,0.7225274725274725
CA,1,0,1,1,0.75,0.7258566978193146
PA,1,1,1,1,1.0,0.6622222222222223
MI,0,0,1,1,0.5,0.7061068702290076
WI,0,0,1,0,0.25,0.7091346153846154
NJ,1,0,1,1,0.75,0.7
FL,1,1,1,1,1.0,0.680628272251309
GA,1,1,1,1,1.0,0.6039603960396039
WY,0,0,1,1,0.5,0.75
NY,1,0,0,0,0.25,0.7316810344827587
NJ,1,1,1,1,1.0,0.7
IA,1,0,1,1,0.75,0.6938775510204082
OH,1,1,1,1,1.0,0.6855828220858896
NY,1,1,1,1,1.0,0.7316810344827587
TN,1,0,0,0,0.25,0.6728723404255319
TN,1,1,1,1,1.0,0.6728723404255319
CA,0,0,0,1,0.25,0.7258566978193146
FL,1,0,0,1,0.5,0.680628272251309
GA,1,1,1,1,1.0,0.6039603960396039
WA,0,0,0,1,0.25,0.7172619047619048
MA,1,0,0,1,0.5,0.7105263157894737
FL,0,0,1,1,0.5,0.680628272251309
PA,1,0,1,1,0.75,0.6622222222222223
NY,0,0,1,1,0.5,0.7316810344827587
PA,1,0,1,1,0.75,0.6622222222222223
FL,0,0,1,1,0.5,0.680628272251309
NC,1,0,1,1,0.75,0.6365384615384615
IA,0,1,0,1,0.5,0.6938775510204082
AL,1,1,1,1,1.0,0.6111111111111112
PA,1,1,1,1,1.0,0.6622222222222223
MS,1,1,0,1,0.75,0.6370967741935484
UT,1,0,1,1,0.75,0.756578947368421
IA,0,0,1,0,0.25,0.6938775510204082
MT,1,1,1,1,1.0,0.7361111111111112
CA,1,0,1,1,0.75,0.7258566978193146
OH,0,0,1,0,0.25,0.6855828220858896
OH,1,0,1,1,0.75,0.6855828220858896
TN,1,0,1,1,0.75,0.6728723404255319
ME,1,1,1,1,1.0,0.8484848484848485
MI,0,0,0,1,0.25,0.7061068702290076
OH,1,1,1,1,1.0,0.6855828220858896
RI,0,0,1,1,0.5,0.7282608695652174
OH,1,1,1,1,1.0,0.6855828220858896
WI,1,1,1,1,1.0,0.7091346153846154
FL,1,0,1,1,0.75,0.680628272251309
TX,1,0,0,1,0.5,0.6930051813471503
MD,1,1,1,1,1.0,0.7225274725274725
MI,1,1,0,1,0.75,0.7061068702290076
VT,1,0,0,1,0.5,0.8392857142857143
CA,1,0,1,1,0.75,0.7258566978193146
CA,1,0,1,1,0.75,0.7258566978193146
MD,1,0,1,1,0.75,0.7225274725274725
MI,1,0,1,1,0.75,0.7061068702290076
TN,1,1,1,1,1.0,0.6728723404255319
OH,1,0,1,1,0.75,0.6855828220858896
NC,0,0,1,1,0.5,0.6365384615384615
IL,1,0,1,1,0.75,0.6966911764705882
WA,0,0,1,1,0.5,0.7172619047619048
PA,0,0,0,0,0.0,0.6622222222222223
GA,1,1,1,1,1.0,0.6039603960396039
VA,1,0,1,1,0.75,0.7158119658119658
WI,1,0,1,1,0.75,0.7091346153846154
OH,1,1,0,1,0.75,0.6855828220858896
PA,1,1,1,1,1.0,0.6622222222222223
GA,1,1,1,1,1.0,0.6039603960396039
KY,1,1,1,1,1.0,0.631578947368421
AZ,1,1,1,1,1.0,0.7268518518518519
MI,0,0,1,0,0.25,0.7061068702290076
OH,1,0,1,1,0.75,0.6855828220858896
CA,1,1,1,1,1.0,0.7258566978193146
VA,0,0,1,1,0.5,0.7158119658119658
TX,1,1,1,1,1.0,0.6930051813471503
IL,1,1,1,1,1.0,0.6966911764705882
OR,1,0,0,0,0.25,0.6610169491525424
NV,1,0,1,1,0.75,0.7666666666666667
NY,1,0,0,0,0.25,0.7316810344827587
CA,1,1,1,1,1.0,0.7258566978193146
NY,0,0,0,0,0.0,0.7316810344827587
NY,1,0,0,1,0.5,0.7316810344827587
IA,1,1,1,1,1.0,0.6938775510204082
OK,0,0,0,1,0.25,0.6363636363636364
NM,1,1,0,1,0.75,0.6944444444444444
WA,1,0,1,1,0.75,0.7172619047619048
NY,1,0,0,1,0.5,0.7316810344827587
TX,0,0,1,1,0.5,0.6930051813471503
AR,1,0,0,1,0.5,0.6214285714285714
MS,0,0,1,0,0.25,0.6370967741935484
CA,1,0,0,1,0.5,0.7258566978193146
GA,0,0,0,0,0.0,0.6039603960396039
AZ,1,1,1,1,1.0,0.7268518518518519
OH,1,0,0,0,0.25,0.6855828220858896
TX,1,0,1,1,0.75,0.6930051813471503
WI,1,0,1,1,0.75,0.7091346153846154
ME,1,1,1,1,1.0,0.8484848484848485
MD,0,1,0,1,0.5,0.7225274725274725
OH,0,0,0,0,0.0,0.6855828220858896
FL,1,1,1,1,1.0,0.680628272251309
CA,1,1,1,1,1.0,0.7258566978193146
MI,1,1,1,1,1.0,0.7061068702290076
VA,1,1,0,1,0.75,0.7158119658119658
OH,1,1,0,1,0.75,0.6855828220858896
UT,1,0,0,1,0.5,0.756578947368421
WA,0,0,1,1,0.5,0.7172619047619048
CA,1,1,1,1,1.0,0.7258566978193146
CT,1,1,0,1,0.75,0.7205882352941176
TN,1,1,1,1,1.0,0.6728723404255319
IA,1,1,1,1,1.0,0.6938775510204082
CA,1,0,1,1,0.75,0.7258566978193146
ME,1,1,1,1,1.0,0.8484848484848485
SC,1,1,1,1,1.0,0.7067307692307693
IA,0,0,0,1,0.25,0.6938775510204082
CA,1,0,1,1,0.75,0.7258566978193146
PA,1,0,1,1,0.75,0.6622222222222223
NY,1,1,1,1,1.0,0.7316810344827587
NJ,1,1,1,1,1.0,0.7
OH,1,1,0,1,0.75,0.6855828220858896
MD,1,0,1,1,0.75,0.7225274725274725
VT,1,1,1,1,1.0,0.8392857142857143
NC,0,0,1,1,0.5,0.6365384615384615
CA,1,1,1,1,1.0,0.7258566978193146
MD,0,0,0,0,0.0,0.7225274725274725
PA,1,0,0,1,0.5,0.6622222222222223
NC,1,0,1,1,0.75,0.6365384615384615
CA,1,0,1,0,0.5,0.7258566978193146
NY,0,0,0,0,0.0,0.7316810344827587
CA,1,1,0,1,0.75,0.7258566978193146
MD,1,1,1,1,1.0,0.7225274725274725
OH,0,1,1,1,0.75,0.6855828220858896
PA,1,1,1,1,1.0,0.6622222222222223
IA,1,0,1,1,0.75,0.6938775510204082
AZ,1,1,1,1,1.0,0.7268518518518519
TX,1,1,1,1,1.0,0.6930051813471503
NH,1,1,1,1,1.0,0.7045454545454546
GA,1,1,0,1,0.75,0.6039603960396039
VA,0,0,0,1,0.25,0.7158119658119658
PA,1,1,1,1,1.0,0.6622222222222223
MO,1,0,0,0,0.25,0.7005208333333334
MS,1,0,1,1,0.75,0.6370967741935484
OR,1,0,1,1,0.75,0.6610169491525424
MD,1,1,1,1,1.0,0.7225274725274725
MA,1,1,1,1,1.0,0.7105263157894737
MI,1,1,1,1,1.0,0.7061068702290076
WA,1,1,1,1,1.0,0.7172619047619048
GA,1,0,0,0,0.25,0.6039603960396039
FL,1,1,1,1,1.0,0.680628272251309
OH,1,1,0,1,0.75,0.6855828220858896
VT,1,1,1,1,1.0,0.8392857142857143
AL,1,1,0,0,0.5,0.6111111111111112
NV,1,1,1,0,0.75,0.7666666666666667
GA,0,0,1,1,0.5,0.6039603960396039
NY,1,1,1,1,1.0,0.7316810344827587
IL,1,0,1,1,0.75,0.6966911764705882
IA,1,1,1,1,1.0,0.6938775510204082
OK,1,0,1,1,0.75,0.6363636363636364
CA,1,1,1,1,1.0,0.7258566978193146
OK,1,0,1,1,0.75,0.6363636363636364
VT,1,0,1,1,0.75,0.8392857142857143
MI,1,1,1,0,0.75,0.7061068702290076
MA,1,0,0,1,0.5,0.7105263157894737
NC,1,0,1,1,0.75,0.6365384615384615
AZ,1,1,0,1,0.75,0.7268518518518519
CA,1,1,1,1,1.0,0.7258566978193146
MD,1,1,1,1,1.0,0.7225274725274725
NC,1,1,1,1,1.0,0.6365384615384615
FL,0,0,1,0,0.25,0.680628272251309
TN,1,1,1,1,1.0,0.6728723404255319
MO,1,1,1,1,1.0,0.7005208333333334
NC,0,0,0,0,0.0,0.6365384615384615
PA,1,0,1,1,0.75,0.6622222222222223
MI,1,1,0,1,0.75,0.7061068702290076
MO,0,1,0,0,0.25,0.7005208333333334
NC,1,0,1,1,0.75,0.6365384615384615
OH,1,1,1,1,1.0,0.6855828220858896
TX,1,0,0,1,0.5,0.6930051813471503
NE,1,1,1,0,0.75,0.65625
WI,0,0,0,1,0.25,0.7091346153846154
TX,1,1,1,1,1.0,0.6930051813471503
CA,1,1,1,1,1.0,0.7258566978193146
GA,1,0,1,1,0.75,0.6039603960396039
NY,0,1,0,1,0.5,0.7316810344827587
GA,0,0,1,1,0.5,0.6039603960396039
WA,1,0,1,1,0.75,0.7172619047619048
PA,1,1,1,1,1.0,0.6622222222222223
WA,1,0,0,1,0.5,0.7172619047619048
OR,1,0,0,1,0.5,0.6610169491525424
CA,1,1,1,1,1.0,0.7258566978193146
NY,1,1,0,1,0.75,0.7316810344827587
MI,1,0,1,1,0.75,0.7061068702290076
IL,1,0,0,0,0.25,0.6966911764705882
MN,0,1,1,0,0.5,0.7476190476190476
AR,1,0,1,1,0.75,0.6214285714285714
KS,1,0,1,1,0.75,0.75
PA,0,0,0,1,0.25,0.6622222222222223
MO,1,0,1,1,0.75,0.7005208333333334
KS,1,0,0,0,0.25,0.75
ME,1,1,1,1,1.0,0.8484848484848485
OH,1,1,1,1,1.0,0.6855828220858896
NY,1,1,1,1,1.0,0.7316810344827587
NY,1,0,1,1,0.75,0.7316810344827587
TX,1,1,1,1,1.0,0.6930051813471503
NJ,0,1,1,1,0.75,0.7
CA,1,1,1,1,1.0,0.7258566978193146
GA,1,0,1,1,0.75,0.6039603960396039
FL,0,0,1,0,0.25,0.680628272251309
FL,1,1,1,1,1.0,0.680628272251309
OH,0,0,0,0,0.0,0.6855828220858896
VA,1,0,1,1,0.75,0.7158119658119658
NC,1,0,1,1,0.75,0.6365384615384615
OH,0,0,0,0,0.0,0.6855828220858896
IL,1,1,1,1,1.0,0.6966911764705882
MT,0,1,1,1,0.75,0.7361111111111112
MA,1,1,1,1,1.0,0.7105263157894737
PA,0,0,0,1,0.25,0.6622222222222223
IA,1,0,0,1,0.5,0.6938775510204082
MD,1,1,0,1,0.75,0.7225274725274725
OH,1,1,1,1,1.0,0.6855828220858896
LA,1,0,1,1,0.75,0.6217948717948718
CA,0,0,0,0,0.0,0.7258566978193146
NY,0,0,1,1,0.5,0.7316810344827587
CO,1,1,1,1,1.0,0.7090163934426229
NC,0,0,0,0,0.0,0.6365384615384615
GA,1,0,1,1,0.75,0.6039603960396039
SC,1,1,1,1,1.0,0.7067307692307693
MI,0,0,0,0,0.0,0.7061068702290076
NY,1,1,1,1,1.0,0.7316810344827587
NC,1,1,1,1,1.0,0.6365384615384615
PA,1,1,0,1,0.75,0.6622222222222223
MS,1,0,1,1,0.75,0.6370967741935484
ID,1,0,0,1,0.5,0.6578947368421053
MI,1,0,1,1,0.75,0.7061068702290076
PA,0,0,1,1,0.5,0.6622222222222223
AZ,1,1,1,1,1.0,0.7268518518518519
IN,1,0,0,1,0.5,0.6658415841584159
MN,1,0,1,1,0.75,0.7476190476190476
CA,0,0,0,1,0.25,0.7258566978193146
CA,0,1,1,1,0.75,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
CA,1,0,0,1,0.5,0.7258566978193146
NY,0,0,0,1,0.25,0.7316810344827587
CA,1,1,1,1,1.0,0.7258566978193146
IN,1,1,1,1,1.0,0.6658415841584159
GA,0,1,1,1,0.75,0.6039603960396039
IA,1,0,0,1,0.5,0.6938775510204082
AZ,1,0,0,0,0.25,0.7268518518518519
AZ,1,1,1,1,1.0,0.7268518518518519
MA,1,0,1,1,0.75,0.7105263157894737
TN,1,0,1,1,0.75,0.6728723404255319
OH,0,0,0,0,0.0,0.6855828220858896
MI,1,1,1,1,1.0,0.7061068702290076
SC,1,1,1,1,1.0,0.7067307692307693
MI,0,0,0,1,0.25,0.7061068702290076
FL,1,0,1,1,0.75,0.680628272251309
NC,0,0,1,1,0.5,0.6365384615384615
PA,1,1,1,1,1.0,0.6622222222222223
SC,1,1,1,1,1.0,0.7067307692307693
NJ,1,1,1,1,1.0,0.7
OK,1,1,1,1,1.0,0.6363636363636364
TX,1,1,1,1,1.0,0.6930051813471503
AZ,1,1,1,1,1.0,0.7268518518518519
NY,1,1,1,1,1.0,0.7316810344827587
IN,1,1,1,1,1.0,0.6658415841584159
IL,0,0,0,0,0.0,0.6966911764705882
MT,1,1,1,1,1.0,0.7361111111111112
UT,1,1,0,0,0.5,0.756578947368421
NY,1,1,0,1,0.75,0.7316810344827587
PA,1,1,1,1,1.0,0.6622222222222223
NY,1,1,1,0,0.75,0.7316810344827587
TX,1,0,0,1,0.5,0.6930051813471503
TN,0,0,1,1,0.5,0.6728723404255319
AZ,1,1,1,1,1.0,0.7268518518518519
GA,1,0,0,1,0.5,0.6039603960396039
NY,0,0,1,1,0.5,0.7316810344827587
NJ,1,0,1,1,0.75,0.7
AL,0,0,0,1,0.25,0.6111111111111112
AL,1,0,1,1,0.75,0.6111111111111112
TX,0,0,0,0,0.0,0.6930051813471503
WA,1,0,1,0,0.5,0.7172619047619048
IN,1,0,0,1,0.5,0.6658415841584159
TX,1,0,1,1,0.75,0.6930051813471503
NC,1,0,1,1,0.75,0.6365384615384615
TX,1,1,1,1,1.0,0.6930051813471503
MD,1,0,1,1,0.75,0.7225274725274725
PA,1,1,1,1,1.0,0.6622222222222223
NC,1,0,1,1,0.75,0.6365384615384615
NC,1,1,0,0,0.5,0.6365384615384615
AL,1,1,1,1,1.0,0.6111111111111112
NE,1,1,0,1,0.75,0.65625
CA,0,1,1,0,0.5,0.7258566978193146
GA,1,0,1,1,0.75,0.6039603960396039
FL,1,1,1,1,1.0,0.680628272251309
WY,1,1,1,0,0.75,0.75
OH,0,0,1,1,0.5,0.6855828220858896
PA,1,1,1,1,1.0,0.6622222222222223
FL,1,1,1,1,1.0,0.680628272251309
FL,0,0,0,1,0.25,0.680628272251309
CO,1,0,1,1,0.75,0.7090163934426229
MD,1,1,1,1,1.0,0.7225274725274725
AZ,1,0,0,0,0.25,0.7268518518518519
IN,1,0,0,1,0.5,0.6658415841584159
